id_gene,id_string,gene,Middle_vs_Apical,Basal_vs_Middle,logCPM_MiddleApical,logFC_MiddleApical,FDR_MiddleApical,logCPM_BasalMiddle,logFC_BasalMiddle,FDR_BasalMiddle,biotype
FBgn0000008,7227.FBpp0099961,a,True,True,4.8716655342917505,-0.467236117815118,0.00705115052821967,4.08268226217428,-0.356055821576832,0.393525285068053,protein_coding
FBgn0000014,7227.FBpp0082829,abd-A,True,True,3.38513098251842,0.865420020324695,0.00232468090009277,4.21627741735997,1.36302108728295,2.0200540097864398e-05,protein_coding
FBgn0000015,7227.FBpp0082826,Abd-B,True,True,1.27134404253418,1.2294775574993,0.0163192090064225,1.50167051937259,0.0165100200025984,0.9887951740166322,protein_coding
FBgn0000017,7227.FBpp0303166,Abl,True,True,5.98033794555963,-0.704012494260942,3.30363829376926e-08,5.2534311115530805,0.0938760370921085,0.7989453133932809,protein_coding
FBgn0000018,7227.FBpp0079757,abo,True,True,4.7665031365758495,-2.01882276689396,1.4759064927577698e-25,2.62719855558381,-1.14555579192934,0.0281052298388196,protein_coding
FBgn0000024,7227.FBpp0289713,Ace,True,True,1.82885674967156,0.12406105860760999,0.796323936881641,1.4632308568865002,-0.257318191593837,0.800971476064465,protein_coding
FBgn0000028,7227.FBpp0073832,acj6,True,True,4.83957047190267,0.264217690523814,0.165551548404451,4.6599520335442195,0.0936069277433851,0.8381719540018399,protein_coding
FBgn0000032,7227.FBpp0084975,Acph-1,True,True,5.735939693373929,-0.9856510343462281,1.09235877810002e-12,4.6169564224096,-0.360207316570383,0.285769011993055,protein_coding
FBgn0000036,7227.FBpp0084003,nAChRalpha1,True,True,2.4599290853626696,0.8806636074334301,0.0141218298916238,2.37631885185118,-0.385239756211492,0.580773210944584,protein_coding
FBgn0000037,7227.FBpp0072275,mAChR-A,True,True,1.3694328494165,-0.217846669665064,0.7025416349456189,0.8736315736038871,-0.0550726328980601,0.9680702781686759,protein_coding
FBgn0000038,7227.FBpp0073155,nAChRbeta1,True,True,4.16107075783226,-1.5532972142247299,5.6662342637602e-12,2.4465092783576203,-0.922364880550672,0.10024883761827001,protein_coding
FBgn0000042,7227.FBpp0100124,Act5C,True,True,8.86463497762267,0.664548276512876,3.12175822657317e-12,9.567877920492972,1.2784486039454,3.22498014618548e-19,protein_coding
FBgn0000043,7227.FBpp0085365,Act42A,True,True,9.11090521217623,0.294886384833326,0.00208072536695715,8.92420045467524,0.0810304971055262,0.677794618248119,protein_coding
FBgn0000044,7227.FBpp0071448,Act57B,True,True,6.73795887186183,1.05428018655086,1.6848189997427098e-20,6.66078786944365,-0.340037673593229,0.0705875687237362,protein_coding
FBgn0000045,7227.FBpp0078131,Act79B,True,True,1.8425293239300302,0.646778812555046,0.138801384820801,1.68343456385784,-0.340964785483644,0.7098168797031109,protein_coding
FBgn0000046,7227.FBpp0082253,Act87E,True,True,9.23452147041298,1.4466366949503402,1.1493569331616198e-51,9.66052830947484,0.45091811200429105,0.00022849308483311202,protein_coding
FBgn0000052,7227.FBpp0078850,Pfas,True,True,4.564101933400781,0.796525122261499,3.60930546975568e-05,4.5283395468597005,-0.10089726067710302,0.827704094409971,protein_coding
FBgn0000053,7227.FBpp0079059,Gart,True,True,4.26564628916653,-0.675910322233739,0.0011987303137209599,3.20789161545779,-0.7402585207672628,0.11486175122374401,protein_coding
FBgn0000057,7227.FBpp0085923,adp,True,True,6.81812317273916,0.10572680302506698,0.36201865483889,6.429650655346889,-0.15282236861732598,0.531167959543231,protein_coding
FBgn0000063,7227.FBpp0303766,Mps1,True,True,5.09460312464048,-0.25927306611921896,0.126468494372804,4.3731636265421,-0.483246952014687,0.15993422903180302,protein_coding
FBgn0000064,7227.FBpp0302781,Ald,True,True,9.40910089676306,1.4233640932264098,2.14674469094586e-47,9.92296452949295,0.611198718979966,2.96989121809932e-07,protein_coding
FBgn0000075,7227.FBpp0080697,amd,True,True,1.15032339021578,1.02287496463065,0.0540972289980964,1.3549212074909398,0.174141760219442,0.8785104844979871,protein_coding
FBgn0000077,7227.FBpp0071266,amx,False,True,,,,0.9382482883386031,0.747037049617428,0.43636728364314104,protein_coding
FBgn0000078,"['7227.FBpp0086136', '7227.FBpp0086155']",Amy-d,True,True,1.2651338601639999,4.390290183285569,1.01015225194079e-11,2.3596616607295298,0.586343703853494,0.41644361884582604,protein_coding
FBgn0000079,7227.FBpp0086155,Amy-p,True,True,1.9561183082270601,3.64064590806392,6.03515058110465e-13,4.455137891308589,2.81771458379652,0.0631090164064361,protein_coding
FBgn0000083,7227.FBpp0088506,AnxB9,True,True,5.25258901143871,0.279783320246974,0.0843729859334186,5.749250962253241,1.2289125641253402,7.76135665874874e-09,protein_coding
FBgn0000084,7227.FBpp0291143,AnxB10,True,True,5.09516048142862,1.42310784463028,1.5530542298831298e-18,5.4380169462910795,0.248594079167273,0.380597758428593,protein_coding
FBgn0000094,7227.FBpp0084976,Anp,True,True,2.33876946264938,1.2804775071937802,0.18818680094725798,2.0940565329535903,-1.30685008575559,0.46962700144370007,protein_coding
FBgn0000097,7227.FBpp0077522,aop,True,True,2.73784160342548,-0.05746586056870901,0.8805617109209959,2.80203941696409,0.907178430188651,0.0756327632284762,protein_coding
FBgn0000100,7227.FBpp0306232,RpLP0,True,True,7.4211048837166,-2.11183982372832,4.704032917912169e-69,6.146191324879099,0.902181794841685,1.1355647442190001e-06,protein_coding
FBgn0000108,7227.FBpp0298292,Appl,True,True,2.03697715396908,-1.11544230100957,0.009573657136882071,1.0358489249674498,-0.0228546456961974,0.9878445283222801,protein_coding
FBgn0000109,7227.FBpp0088438,Aprt,True,True,1.46316157709034,-0.33515984161595397,0.565128343569736,1.47129639746771,1.1243298075983899,0.11623136694881402,protein_coding
