,id_gene_i,id_gene_j,gene_i,gene_j,logFPKM_i,logFPKM_j,weight,is_metric,is_ultrametric,is_metric_ortho
0,ENSG00000081019,ENSG00000114439,RSBN1,BBX,4.121244092837245,3.882134927466373,0.555,True,False,False
1,ENSG00000081019,ENSG00000177728,RSBN1,TMEM94,4.121244092837245,4.3212278993088935,0.535,True,False,is_metric_ortho-MM
2,ENSG00000081019,ENSG00000187257,RSBN1,RSBN1L,4.121244092837245,4.680277644803353,0.622,True,False,False
3,ENSG00000081019,ENSG00000148843,RSBN1,PDCD11,4.121244092837245,2.387036803895149,0.67,True,True,False
4,ENSG00000081019,ENSG00000091640,RSBN1,SPAG7,4.121244092837245,3.271257107788904,0.574,True,False,is_metric_ortho-MM-DM
5,ENSG00000081019,ENSG00000006282,RSBN1,SPATA20,4.121244092837245,4.081014534168606,0.597,True,False,is_metric_ortho-MM-DM
6,ENSG00000081019,ENSG00000116793,RSBN1,PHTF1,4.121244092837245,4.129037648613828,0.692,True,True,is_metric_ortho-MM
7,ENSG00000104450,ENSG00000214447,SPAG1,FAM187A,4.4411486566465275,1.9011922529302832,0.725,True,False,is_metric_ortho-MM-DM
8,ENSG00000104450,ENSG00000150773,SPAG1,PIH1D2,4.4411486566465275,7.034844379020868,0.733,True,True,is_metric_ortho-MM
9,ENSG00000104450,ENSG00000159079,SPAG1,CFAP298,4.4411486566465275,5.826997470550612,0.838,True,False,is_metric_ortho-MM-DM
10,ENSG00000104450,ENSG00000165506,SPAG1,DNAAF2,4.4411486566465275,1.9009456168175454,0.855,True,True,is_metric_ortho-MM-DM
11,ENSG00000104450,ENSG00000129295,SPAG1,LRRC6,4.4411486566465275,5.809659659685174,0.765,True,False,is_metric_ortho-MM
12,ENSG00000104450,ENSG00000265590,SPAG1,C21orf59-TCP10L,4.4411486566465275,1.9085463399224565,0.548,True,False,is_metric_ortho-MM-DM
13,ENSG00000104450,ENSG00000167131,SPAG1,CCDC103,4.4411486566465275,1.7014268496200695,0.792,True,False,is_metric_ortho-MM-DM
14,ENSG00000104450,ENSG00000004838,SPAG1,ZMYND10,4.4411486566465275,8.018041523719209,0.816,True,False,is_metric_ortho-MM-DM
15,ENSG00000104450,ENSG00000114857,SPAG1,NKTR,4.4411486566465275,6.053015635238659,0.686,True,False,is_metric_ortho-DM
16,ENSG00000145375,ENSG00000151458,SPATA5,ANKRD50,2.6531002315727763,3.73769103325167,0.68,True,False,is_metric_ortho-MM
17,ENSG00000145375,ENSG00000100865,SPATA5,CINP,2.6531002315727763,3.291567644908307,0.859,True,False,is_metric_ortho-MM
18,ENSG00000145375,ENSG00000096401,SPATA5,CDC5L,2.6531002315727763,2.935440213142145,0.98,True,True,False
19,ENSG00000145375,ENSG00000171763,SPATA5,SPATA5L1,2.6531002315727763,1.7053030121475516,0.868,True,True,False
20,ENSG00000145375,ENSG00000135537,SPATA5,AFG1L,2.6531002315727763,2.958392060339367,0.967,True,True,is_metric_ortho-MM-DM
21,ENSG00000136478,ENSG00000144909,TEX2,OSBPL11,5.703401282834085,1.7175050166013537,0.64,True,True,is_metric_ortho-MM
22,ENSG00000136478,ENSG00000135392,TEX2,DNAJC14,5.703401282834085,2.4235865295355623,0.657,True,False,is_metric_ortho-MM-DM
23,ENSG00000136478,ENSG00000108528,TEX2,SLC25A11,5.703401282834085,1.8758525563453352,0.632,True,False,is_metric_ortho-MM
24,ENSG00000136478,ENSG00000257390,TEX2,AC023055.1,5.703401282834085,1.9322382838012107,0.536,True,False,is_metric_ortho-MM-DM
25,ENSG00000136478,ENSG00000058668,TEX2,ATP2B4,5.703401282834085,4.539184158882093,0.675,True,False,is_metric_ortho-MM
26,ENSG00000136478,ENSG00000154240,TEX2,CEP112,5.703401282834085,4.521016329009844,0.69,True,False,False
27,ENSG00000136478,ENSG00000173409,TEX2,ARV1,5.703401282834085,6.167576162883537,0.646,True,False,is_metric_ortho-MM-DM
28,ENSG00000136478,ENSG00000175664,TEX2,TEX26,5.703401282834085,3.082310017974223,0.537,True,False,False
29,ENSG00000136478,ENSG00000197885,TEX2,NKIRAS1,5.703401282834085,3.2209916704121877,0.721,True,True,is_metric_ortho-MM-DM
30,ENSG00000136478,ENSG00000165650,TEX2,PDZD8,5.703401282834085,3.744969155275523,0.566,True,False,False
31,ENSG00000006282,ENSG00000091640,SPATA20,SPAG7,4.081014534168606,3.271257107788904,0.633,True,True,is_metric_ortho-MM-DM
32,ENSG00000006282,ENSG00000159210,SPATA20,SNF8,4.081014534168606,4.880770251315963,0.535,True,False,is_metric_ortho-MM
33,ENSG00000006282,ENSG00000178127,SPATA20,NDUFV2,4.081014534168606,5.555699838707877,0.534,True,False,False
34,ENSG00000006282,ENSG00000141504,SPATA20,SAT2,4.081014534168606,3.4551058749991044,0.534,True,False,False
