id_gene,id_string,gene,Cyte_vs_Gonia,Cyte_vs_Tid,logCPM_CyteGonia,logFC_CyteGonia,FDR_CyteGonia,logCPM_CyteTid,logFC_CyteTid,FDR_CyteTid,biotype
ENSG00000000457,9606.ENSP00000356746,SCYL3,True,True,5.29714821312487,2.40319432830457,0.0027934845419088,5.3755676492067,-3.4172121730727,0.00693142972350456,protein_coding
ENSG00000001036,9606.ENSP00000002165,FUCA2,True,True,2.3634831895734303,-0.11106566015391,0.9414718436914192,1.6232633164296202,-9.39913117782635,3.94992728886932e-05,protein_coding
ENSG00000002330,9606.ENSP00000378040,BAD,True,True,3.8613706747462304,1.4596495654781398,0.15666241407845802,3.88805581766592,-3.3977784594490097,0.00414779244682956,protein_coding
ENSG00000004700,9606.ENSP00000416739,RECQL,True,True,1.56658478676829,-0.485979201378124,0.699453062156955,0.851953990679457,-8.57966208797698,0.00010682320548379001,protein_coding
ENSG00000004838,9606.ENSP00000231749,ZMYND10,True,True,8.24755817912624,1.7635264727846,0.0429973381474245,8.503420495315531,-1.31430155194945,0.0340812527078947,protein_coding
ENSG00000004975,9606.ENSP00000005340,DVL2,True,True,4.8924134744446,-2.16241163743743,0.0567867644829354,3.00876652589655,-4.86241745443061,0.00590256261127946,protein_coding
ENSG00000005007,9606.ENSP00000470142,UPF1,True,True,5.54716237919092,1.84312606027362,0.00961959510622798,5.757886822634702,-1.31851869273781,0.170394120097984,protein_coding
ENSG00000005156,9606.ENSP00000367787,LIG3,True,True,7.0122682530882505,2.3503568226184,0.00345582604223541,7.15165252234666,-2.80163365991677,0.00296055265513322,protein_coding
ENSG00000005175,9606.ENSP00000005386,RPAP3,True,True,4.782222875437321,0.7798719475797309,0.32341455345969605,4.51256431156915,-3.85485775044412,0.0017813148745071,protein_coding
ENSG00000005189,9606.ENSP00000261377,REXO5,True,True,9.76032908358207,1.58879238744871,0.0105741847257468,9.994511392193367,-1.33018918168263,0.0555217683758403,protein_coding
ENSG00000005194,9606.ENSP00000377914,CIAPIN1,True,True,7.38461797452911,1.90340019255719,0.0120987491094841,7.67822524407777,-1.07360058274252,0.313836751945647,protein_coding
ENSG00000005206,9606.ENSP00000478298,SPPL2B,True,True,6.37519498035457,1.6446323252963302,0.0234137040229119,6.67424273142816,-1.1122751032032,0.251697977878477,protein_coding
ENSG00000005448,9606.ENSP00000006526,WDR54,True,True,5.604049586378468,2.13860614996537,0.0198558677090702,5.98934906788556,-1.16874357893153,0.29616162831823994,protein_coding
ENSG00000005469,9606.ENSP00000413575,CROT,True,True,1.99869409282013,-0.8370281761185729,0.512701047049125,1.06646404675859,-8.80830657612765,0.000100688140765356,protein_coding
ENSG00000006047,9606.ENSP00000007699,YBX2,True,True,8.06878871119614,1.34768877810411,0.0392391986872758,8.99601094528768,1.09253144007515,0.0395558534352879,protein_coding
ENSG00000006459,9606.ENSP00000380692,KDM7A,True,True,6.761169440577071,-0.0470242123629875,0.946300503325328,6.276388457494731,-2.944700914095149,0.0098653533730985,protein_coding
ENSG00000006576,9606.ENSP00000403042,PHTF2,True,True,3.83211200619788,-0.904375934451744,0.28482445110113697,2.82485897639287,-6.755528152618838,1.17897838645019e-05,protein_coding
