id_gene,id_string,gene,Middle_vs_Apical,Basal_vs_Middle,logCPM_MiddleApical,logFC_MiddleApical,FDR_MiddleApical,logCPM_BasalMiddle,logFC_BasalMiddle,FDR_BasalMiddle,biotype
FBgn0000108,7227.FBpp0298292,Appl,True,True,2.03697715396908,-1.11544230100957,0.009573657136882073,1.0358489249674498,-0.0228546456961974,0.98784452832228,protein_coding
FBgn0000119,7227.FBpp0086821,arr,True,True,5.959013579893202,-1.00377894228424,6.0933274475898994e-15,4.8604044532812,-0.280434270619584,0.40473967763389707,protein_coding
FBgn0000139,7227.FBpp0084040,ash2,True,True,4.70923292903928,-1.2252449708751798,1.72158033317305e-11,3.6217862076517497,0.105836079955794,0.861940969926703,protein_coding
FBgn0000146,7227.FBpp0079754,aub,True,True,5.48608247894611,-3.84726617416239,2.34674248532673e-95,2.10099468581579,-0.20589744340213395,0.812973406095593,protein_coding
FBgn0000212,7227.FBpp0305757,brm,True,True,4.18449690944757,-1.62678039222309,5.395211901689212e-13,3.1758441264988,0.8574666152119692,0.0630496468500474,protein_coding
FBgn0000299,7227.FBpp0078641,Col4a1,True,True,4.65687803269447,0.935816177439322,1.8307565726316798e-06,5.0440954231192014,0.610279688682042,0.0193115757881163,protein_coding
FBgn0000326,7227.FBpp0071604,clt,True,True,3.7698954145094494,0.18839759411072896,0.482147769686863,3.6124581029146703,0.18730406672892,0.747241906578609,protein_coding
FBgn0000370,7227.FBpp0081040,crc,True,True,6.52565249006816,0.03334901303573,0.7992717048672429,6.37886757896405,0.38930371904475103,0.0470699137413272,protein_coding
FBgn0000447,7227.FBpp0289671,Dhod,True,True,8.28485841853276,1.3391275169423402,1.18630863503163e-43,8.55851223646219,0.228118661547632,0.129741248353702,protein_coding
FBgn0000499,7227.FBpp0073310,dsh,True,True,7.2019342029352496,0.4344067716674889,3.40474046827909e-05,7.12610767571337,0.171851769773607,0.393525285068053,protein_coding
FBgn0000567,7227.FBpp0099825,Eip74EF,True,True,2.33439554615992,1.11025456162082,0.00410184687001582,2.35270583065535,-0.27994901122217897,0.725091271030521,protein_coding
FBgn0000579,7227.FBpp0077572,Eno,True,True,8.9581107682024,0.90632676493794,4.54362136916687e-21,9.094270394155519,0.230973724120037,0.107841962770848,protein_coding
FBgn0000629,7227.FBpp0306192,E(z),True,True,4.16091942531081,-0.710439220044714,0.000770348404477942,3.48082062581736,0.24430865056999895,0.680301381873084,protein_coding
FBgn0001089,7227.FBpp0078861,Gal,True,True,3.1287428944094904,-2.32922173185296,1.47670032216272e-12,1.27822221054068,0.33649606782697805,0.7531981226030849,protein_coding
FBgn0001104,7227.FBpp0076643,Galphai,True,True,3.00991021541613,-0.227776884483095,0.494096456109663,3.03412627816839,1.00088623740392,0.0287602943273927,protein_coding
FBgn0001114,7227.FBpp0079329,Glt,True,True,3.2971138362493098,0.239235928170894,0.458616113605037,2.95109069272173,-0.249960696426513,0.7122455168133579,protein_coding
FBgn0001122,7227.FBpp0087359,Galphao,True,True,4.50035523493304,-0.16792978060999805,0.413224631671174,4.04602382511132,0.0172427533468761,0.9791136939079672,protein_coding
FBgn0001197,7227.FBpp0084434,His2Av,True,True,6.62694583058445,-0.818975972791218,1.99614024807577e-13,5.712523309531572,-0.14710585128970402,0.628285674068654,protein_coding
FBgn0001215,7227.FBpp0084669,Hrb98DE,True,True,9.846772006459881,0.286559807781534,0.0038968407366963397,9.634049332437721,0.0382781355768283,0.8623132381150359,protein_coding
FBgn0001216,7227.FBpp0075504,Hsc70-1,True,True,8.796020902965571,1.5998676626402102,6.433904877118418e-62,9.170075818747632,0.286963872559055,0.0417396019218517,protein_coding
FBgn0001217,7227.FBpp0082175,Hsc70-2,True,True,10.1819884279454,1.13245422197326,8.765568358128449e-33,10.3071108629055,0.0697671002516462,0.7178040241223571,protein_coding
FBgn0001230,7227.FBpp0083974,Hsp68,True,True,8.02775408221509,-1.7648715704593,9.95861842694096e-62,6.60398690704074,0.168416736247297,0.485828125103128,protein_coding
FBgn0001258,7227.FBpp0304375,Ldh,True,True,4.5531015253557,1.72452913109422,3.12072394208228e-19,5.1143375298413885,0.475512018734462,0.0686361774354905,protein_coding
FBgn0001624,7227.FBpp0290503,dlg1,True,True,4.04622943069215,-0.3741578883721551,0.0981430830236606,4.07332138159472,1.1185558605135202,0.00275670735682494,protein_coding
FBgn0001942,7227.FBpp0297911,eIF4A,True,True,9.19983634756009,0.19978562904745495,0.0523177155040626,9.06072894369672,0.25509123868534,0.0813184616840783,protein_coding
FBgn0002466,7227.FBpp0304889,sti,True,True,6.544901784707849,-1.14294403303906,8.041213662144829e-23,5.16397487947597,-0.7742161666190269,0.0014255559132467699,protein_coding
FBgn0002778,7227.FBpp0075379,mnd,True,True,2.00751391403493,0.209777881020911,0.635534155265615,1.9588732685745,0.465520657571259,0.563312307778491,protein_coding
FBgn0002783,7227.FBpp0082692,mor,True,True,5.4397950381183495,-1.12900456230747,3.23901815175862e-12,4.424237634126451,0.0813835762792805,0.874108534365049,protein_coding
FBgn0002899,7227.FBpp0076412,mus301,True,True,3.97536311369758,-0.5898829505676889,0.0152713169816611,3.2851740629558,0.0151991130979592,0.985193343117222,protein_coding
FBgn0002905,7227.FBpp0082131,mus308,True,True,5.2034207663880006,-1.97650606034092,3.7364002973760894e-32,3.20119092011071,-0.750947299476809,0.0958299297698062,protein_coding
FBgn0002914,7227.FBpp0089402,Myb,True,True,7.44069181741509,0.6481268085829929,1.4150311159408999e-09,7.40835938571923,0.086393009048955,0.702214892547524,protein_coding
FBgn0002973,7227.FBpp0303726,numb,True,True,6.861873719604089,0.580947353011986,4.0398082848872e-08,6.78978982008446,0.0620004622805543,0.8232361726377719,protein_coding
FBgn0002989,7227.FBpp0077357,okr,True,True,3.69970110984165,-2.4930206152932595,3.76681024710243e-20,1.49652088016685,-0.161269537372257,0.8837086979021841,protein_coding
FBgn0003008,7227.FBpp0072061,or,True,True,4.2089806822402105,-1.36794159823569,2.4833837725332797e-10,2.95298389031161,-0.010919247493726,0.9890216888832049,protein_coding
FBgn0003090,7227.FBpp0088115,pk,True,True,1.1812282459056298,-0.85251187317866,0.13263749634405098,0.4963239621817271,0.219850344143786,0.8739390698710849,protein_coding
FBgn0003124,7227.FBpp0074608,polo,True,True,8.57721342609897,-0.27087411486676605,0.00715558837391905,7.68823957249238,-0.900860968253053,4.05323251253457e-12,protein_coding
FBgn0003210,7227.FBpp0290745,rb,True,True,5.8899743820446515,-0.838312590944304,4.19423248256827e-10,4.945907313139862,-0.185827054114975,0.6079568232776961,protein_coding
FBgn0003292,7227.FBpp0075877,rt,True,True,1.19401041916873,-0.439309980337908,0.4377560953462721,0.30681777605981103,-0.928292346557392,0.430965674210577,protein_coding
FBgn0003386,7227.FBpp0288427,Shaw,True,True,4.54895984355036,0.7455280528265229,5.23117333865049e-05,4.4847119787175584,-0.114189442753173,0.801950102134455,protein_coding
FBgn0003392,7227.FBpp0305866,shi,True,True,8.37329750265443,0.501356785283034,5.705835043702e-07,8.28235829454259,0.0927389996170971,0.639928775016131,protein_coding
FBgn0003450,7227.FBpp0111746,snk,True,True,1.04470773987482,0.193093232543745,0.741926977059265,0.10571709074027,-6.69861898371407,2.62916111684046e-05,protein_coding
FBgn0003483,7227.FBpp0082637,spn-E,True,True,5.26036284451468,-1.89936429913406,1.89447285195299e-29,3.42932069735686,-0.457790238271872,0.347567302100252,protein_coding
FBgn0003545,7227.FBpp0086041,sub,True,True,6.9255808477243,-0.0725924195053912,0.53274774971434,6.184411808047381,-0.788115531121082,9.06551475031653e-06,protein_coding
FBgn0003607,7227.FBpp0079251,Su(var)205,True,True,6.340345975185982,-1.64092594012613,8.09150010985539e-41,4.742024285930619,-0.386273268412234,0.221726795308961,protein_coding
FBgn0003612,7227.FBpp0087651,Su(var)2-10,True,True,7.50592829964478,0.218616378786221,0.0323581788088928,7.26261432378191,0.0322309542664043,0.9077407678078292,protein_coding
FBgn0003651,7227.FBpp0082035,svp,True,True,3.80067066070571,1.0502681183300602,1.81179280935929e-05,3.97834289862902,0.111229166521246,0.8377023547626992,protein_coding
FBgn0003656,7227.FBpp0071077,sws,True,True,8.811689836839529,0.7007195616831989,9.43350127056306e-13,8.915334688200279,0.30790454089038105,0.0332885480962396,protein_coding
FBgn0003731,7227.FBpp0071571,Egfr,True,True,1.6984248180172,0.179614612825528,0.723399439509553,1.583059389486,0.363370719585464,0.7104368205347501,protein_coding
FBgn0003744,7227.FBpp0304464,trc,True,True,5.33936569505035,-0.7242512054552109,1.76346095146422e-06,4.51987110571051,-0.0593430002984074,0.905361308202354,protein_coding
FBgn0003862,7227.FBpp0082406,trx,True,True,5.75807623305125,-1.1536339488855198,4.350354981612739e-17,4.62980550807567,-0.10322506806065597,0.817989486130524,protein_coding
FBgn0003884,7227.FBpp0081153,alphaTub84B,True,True,11.6726509462346,0.854672879144175,9.03495890293031e-19,11.7110047038761,0.0831799368681143,0.64687336204638,protein_coding
FBgn0003885,7227.FBpp0081062,alphaTub84D,True,True,9.388303225282261,1.33165130485854,7.808590420792698e-42,9.627690551296787,0.172345850172382,0.268131488622718,protein_coding
FBgn0003886,7227.FBpp0081565,alphaTub85E,True,True,6.7849890976191,2.7521278731801804,2.869765671975289e-11,7.500347036648541,0.480255559252581,0.0233921046873326,protein_coding
FBgn0003943,7227.FBpp0073035,Ubi-p63E,True,True,11.037339908420998,1.14863411965407,7.325918004240188e-34,11.2045221634885,0.141884881068835,0.395375237676536,protein_coding
FBgn0004049,7227.FBpp0082261,yrt,True,True,5.71616156156299,-0.6215311714980021,5.69280822947269e-06,4.97138599005011,-0.0432653808501487,0.923692281506456,protein_coding
FBgn0004066,7227.FBpp0073989,Prosalpha4,True,True,5.395619041960679,-1.74917500011206,4.9233182960517396e-29,4.21860932319372,0.6599275412219929,0.0468532493739485,protein_coding
FBgn0004107,7227.FBpp0289675,Cdk2,True,True,2.32977530783507,-1.5471447912276202,0.000112885724314478,1.16263873061541,0.44604473684493,0.660829514842027,protein_coding
FBgn0004237,7227.FBpp0302741,Hrb87F,True,True,7.89422230048918,-1.9592329435895,2.379962664956579e-84,6.01713223459867,-0.4761413402246579,0.023621937708209,protein_coding
FBgn0004373,7227.FBpp0072416,fwd,True,True,7.95483549576501,0.5955691150712111,5.79235135626307e-10,7.785881595003389,-0.149820746394599,0.4204888700332279,protein_coding
FBgn0004379,7227.FBpp0076227,Klp67A,True,True,7.01761698977449,-0.0877971323750899,0.4501771909239821,6.25239490538062,-0.846333915589299,1.6201379028828199e-06,protein_coding
FBgn0004391,7227.FBpp0073893,shtd,True,True,6.09835489418634,-0.0504568939174333,0.7231984712421461,5.723662222278861,0.0338656220566658,0.931108488610454,protein_coding
FBgn0004419,7227.FBpp0079565,me31B,True,True,7.34368262428286,-0.304858889558482,0.00367516996515465,6.793039709743152,-0.03584409586562,0.902318522866302,protein_coding
FBgn0004556,7227.FBpp0075106,Dbp73D,True,True,3.9681338510333504,-2.79813156248398,2.6521887806140997e-27,1.35812591576057,-0.578594617435414,0.541312432151765,protein_coding
FBgn0004619,7227.FBpp0076691,GluRIA,True,True,2.2767092865895697,0.5511001934476489,0.17423744539709,2.11197310925127,-0.228183111971434,0.79184278858209,protein_coding
FBgn0004832,7227.FBpp0070638,Xpac,True,True,5.12483728416803,0.0257557968494516,0.8862553323501651,4.52847585753607,-0.566583859903227,0.0671435437522718,protein_coding
FBgn0004838,7227.FBpp0297875,Hrb27C,True,True,8.07227754096402,-0.787372919085529,5.1114608951392e-16,7.23495655402316,-0.043480197137144,0.876706384914145,protein_coding
FBgn0004872,7227.FBpp0079755,piwi,True,True,3.35145372307675,-1.22034485104248,2.1087364333897307e-05,2.16407776473753,-0.0969990690772425,0.919736159231184,protein_coding
