id_gene,id_string,gene,Middle_vs_Apical,Basal_vs_Middle,logCPM_MiddleApical,logFC_MiddleApical,FDR_MiddleApical,logCPM_BasalMiddle,logFC_BasalMiddle,FDR_BasalMiddle,biotype
FBgn0000079,7227.FBpp0086155,Amy-p,True,True,1.95611830822706,3.64064590806392,6.03515058110465e-13,4.455137891308589,2.81771458379652,0.0631090164064361,protein_coding
FBgn0000108,7227.FBpp0298292,Appl,True,True,2.03697715396908,-1.11544230100957,0.009573657136882073,1.0358489249674498,-0.0228546456961974,0.98784452832228,protein_coding
FBgn0000119,7227.FBpp0086821,arr,True,True,5.959013579893202,-1.00377894228424,6.0933274475898994e-15,4.8604044532812,-0.280434270619584,0.40473967763389707,protein_coding
FBgn0000139,7227.FBpp0084040,ash2,True,True,4.70923292903928,-1.2252449708751798,1.72158033317305e-11,3.6217862076517497,0.105836079955794,0.861940969926703,protein_coding
FBgn0000146,7227.FBpp0079754,aub,True,True,5.48608247894611,-3.84726617416239,2.34674248532673e-95,2.10099468581579,-0.20589744340213395,0.812973406095593,protein_coding
FBgn0000152,7227.FBpp0074146,Axs,True,True,1.39079484446565,-1.1942336272570802,0.02705857451791,0.607635951818436,0.463788980227559,0.6966959220655911,protein_coding
FBgn0000181,7227.FBpp0086895,bic,True,True,8.76563785000974,0.160515479709511,0.107898450989648,8.52649913004098,0.10174157859110497,0.585177743797727,protein_coding
FBgn0000212,7227.FBpp0305757,brm,True,True,4.18449690944757,-1.62678039222309,5.395211901689212e-13,3.1758441264988,0.8574666152119692,0.0630496468500474,protein_coding
FBgn0000253,7227.FBpp0293502,Cam,True,True,8.72463267173063,0.00925440198267795,0.9445332938388772,8.51778389087867,0.30036133938378,0.22683339921781495,protein_coding
FBgn0000273,7227.FBpp0079448,Pka-C1,True,True,4.77181968885074,-0.0851793851868983,0.661564650843022,4.61672614691067,0.5015410219022179,0.121691074318947,protein_coding
FBgn0000274,7227.FBpp0085089,Pka-C2,True,True,7.723653491470999,0.8462213230427809,1.37595873090522e-17,7.715387740156598,-0.0131921647614655,0.961463221578496,protein_coding
FBgn0000299,7227.FBpp0078641,Col4a1,True,True,4.65687803269447,0.935816177439322,1.8307565726316798e-06,5.0440954231192014,0.610279688682042,0.0193115757881163,protein_coding
FBgn0000326,7227.FBpp0071604,clt,True,True,3.7698954145094494,0.18839759411072896,0.482147769686863,3.6124581029146703,0.18730406672892,0.747241906578609,protein_coding
FBgn0000370,7227.FBpp0081040,crc,True,True,6.52565249006816,0.03334901303573,0.7992717048672429,6.37886757896405,0.38930371904475103,0.0470699137413272,protein_coding
FBgn0000447,7227.FBpp0289671,Dhod,True,True,8.28485841853276,1.3391275169423402,1.18630863503163e-43,8.55851223646219,0.228118661547632,0.129741248353702,protein_coding
FBgn0000499,7227.FBpp0073310,dsh,True,True,7.2019342029352496,0.4344067716674889,3.40474046827909e-05,7.12610767571337,0.171851769773607,0.393525285068053,protein_coding
FBgn0000567,7227.FBpp0099825,Eip74EF,True,True,2.33439554615992,1.11025456162082,0.00410184687001582,2.35270583065535,-0.27994901122217897,0.725091271030521,protein_coding
FBgn0000579,7227.FBpp0077572,Eno,True,True,8.9581107682024,0.90632676493794,4.54362136916687e-21,9.094270394155519,0.230973724120037,0.107841962770848,protein_coding
FBgn0000629,7227.FBpp0306192,E(z),True,True,4.16091942531081,-0.710439220044714,0.000770348404477942,3.48082062581736,0.24430865056999895,0.680301381873084,protein_coding
FBgn0001086,7227.FBpp0080391,fzy,True,True,6.418681466303362,-0.8159011905495099,1.8653815358435e-11,5.07055322142291,-1.38202029937693,3.4829599983221003e-09,protein_coding
FBgn0001089,7227.FBpp0078861,Gal,True,True,3.1287428944094904,-2.32922173185296,1.47670032216272e-12,1.27822221054068,0.33649606782697805,0.7531981226030849,protein_coding
FBgn0001104,7227.FBpp0076643,Galphai,True,True,3.00991021541613,-0.227776884483095,0.494096456109663,3.03412627816839,1.00088623740392,0.0287602943273927,protein_coding
FBgn0001114,7227.FBpp0079329,Glt,True,True,3.2971138362493098,0.239235928170894,0.458616113605037,2.95109069272173,-0.249960696426513,0.7122455168133579,protein_coding
FBgn0001122,7227.FBpp0087359,Galphao,True,True,4.50035523493304,-0.16792978060999805,0.413224631671174,4.04602382511132,0.0172427533468761,0.9791136939079672,protein_coding
FBgn0001197,7227.FBpp0084434,His2Av,True,True,6.62694583058445,-0.818975972791218,1.99614024807577e-13,5.712523309531572,-0.14710585128970402,0.628285674068654,protein_coding
FBgn0001215,7227.FBpp0084669,Hrb98DE,True,True,9.846772006459881,0.286559807781534,0.0038968407366963397,9.634049332437721,0.0382781355768283,0.8623132381150359,protein_coding
FBgn0001216,7227.FBpp0075504,Hsc70-1,True,True,8.796020902965571,1.5998676626402102,6.433904877118418e-62,9.170075818747632,0.286963872559055,0.0417396019218517,protein_coding
FBgn0001217,7227.FBpp0082175,Hsc70-2,True,True,10.1819884279454,1.13245422197326,8.765568358128449e-33,10.3071108629055,0.0697671002516462,0.7178040241223571,protein_coding
FBgn0001230,7227.FBpp0083974,Hsp68,True,True,8.02775408221509,-1.7648715704593,9.95861842694096e-62,6.60398690704074,0.168416736247297,0.485828125103128,protein_coding
FBgn0001233,7227.FBpp0305095,Hsp83,True,True,11.3392427402067,-0.620036054899514,2.5185762252354305e-11,10.438502277174198,-0.40567005450136,0.00077327537142245,protein_coding
FBgn0001258,7227.FBpp0304375,Ldh,True,True,4.5531015253557,1.72452913109422,3.12072394208228e-19,5.1143375298413885,0.475512018734462,0.0686361774354905,protein_coding
