id,gene,biotype,logFC,logCPM,F,PValue,FDR,mC_1,mC_2,mC_3,mdlc_1,mdlc_2,mdlc_3,Prp19_1,Prp19_2,Prp19_3
FBgn0028370,kek3,protein_coding,3.995554947292,5.29873659169947,1398.35431888081,4.79561156113536e-15,1.77976218779303e-11,4.76325827582385,4.19734062151914,4.3340492517046,48.8709512375341,39.3305217416111,40.6291674651661,64.5635082021939,73.7844276941881,74.1419533890748
FBgn0028743,Dhit,protein_coding,-2.60222720963582,5.29184398628513,1287.74412615377,8.32832095364076e-15,1.77976218779303e-11,85.2188009804121,85.3342179077888,87.4258997492287,17.7040582530098,17.5288296213682,16.3599598646028,14.9618205405588,13.8509701099591,13.6652857924989
FBgn0038089,d-cup,protein_coding,-4.3978114327969,4.19531852125002,1328.2347144003,6.76892874885319e-15,1.77976218779303e-11,39.9073999200369,41.7977852686844,36.1960832036892,14.5966982110344,12.0985933432706,13.8460180414369,1.69598276313787,1.81183085775712,2.0821013379114
FBgn0038199,CCHa1,protein_coding,4.73072316111365,4.76429160181557,1351.65497082646,6.02107775215302e-15,1.77976218779303e-11,1.24521726499964,1.38740547740591,1.54061906994187,47.3352120943869,46.8669091412013,35.4272416926151,36.7075721336691,36.7372546289964,36.9991800966784
FBgn0053286,CG33286,protein_coding,-3.47302946995531,7.85530057744781,1361.98695890158,5.72163583252568e-15,1.77976218779303e-11,494.955728605341,592.33432837907,524.233730777472,107.422800157804,100.980862237187,118.464673913188,47.5339826490424,45.6295297598307,51.9568046506396
FBgn0266003,lncRNA:CR44777,ncRNA,-5.06187317895311,3.19017128169354,1287.93536878871,8.32004430090311e-15,1.77976218779303e-11,24.2152444834395,22.7077883833651,26.7322803454749,1.98784926472789,1.66204257830247,2.04982948658144,0.766677139500683,0.762876150634578,0.670101580017461
FBgn0267592,CCY,protein_coding,-4.50982898100549,5.61071290602603,1390.77079470665,7.66963796960677e-15,1.77976218779303e-11,121.052043441178,138.494678415481,133.136575450801,11.3673401997436,9.9049662966042,8.00593780608224,5.62229902300501,5.72157112975934,5.88732102443912
FBgn0000411,D,protein_coding,-3.32305409599648,3.86046865968307,1174.11254475708,1.54546762644436e-14,1.93785854941215e-11,29.0268607113022,30.0487439473609,28.8146555718798,10.5707652236252,11.7285028906122,10.9839919658326,3.02024327682087,2.83694568517234,2.91972831293322
FBgn0035039,Adck1,protein_coding,3.11722154028014,4.37615805741623,1187.11011791421,1.43573590379282e-14,1.93785854941215e-11,4.19505233936771,3.96903339105994,4.19861021258883,22.4619790563115,20.6443183410202,24.4239117127581,36.4287804465779,35.2353422074346,35.6829091359298
FBgn0037101,CG7634,protein_coding,-3.29267147431676,7.81751689152128,1205.71740057592,1.29384566815997e-14,1.93785854941215e-11,462.543811251322,519.012583212365,540.875802708823,120.742107866595,108.02603867234,123.067121250984,47.0228645560419,57.0488321396421,51.2867030706221
FBgn0037470,Tailor,protein_coding,-2.76877791535936,6.28802571277766,1161.13731474791,1.66472160352222e-14,1.93785854941215e-11,150.11517261651,152.825347650459,146.900567800941,64.658923737178,55.7961824262514,66.2520360474342,20.9558418130187,23.1246833161107,21.9218945462855
FBgn0038943,CG5391,protein_coding,3.31994905639454,3.83588891650993,1159.1318751333,1.68408056302948e-14,1.93785854941215e-11,2.63550838611574,2.63431419760616,2.50562222364172,14.3096441655863,13.7740937562152,15.3737211493608,25.0680191976132,26.176187918649,26.4690124106897
FBgn0043005,prt,protein_coding,4.6732181402616,5.85591652705755,1405.89628055196,1.13836176037457e-14,1.93785854941215e-11,3.80818872305714,3.77585034990216,3.62299429634681,78.1504638732373,64.4361122664958,81.4710530846002,80.8960545376175,99.2215793419098,106.091439436336
FBgn0040510,ACXA,protein_coding,-3.45967870957063,6.93625868525399,1108.18573340603,2.27452238903477e-14,2.43032717268365e-11,285.759228085402,308.882120716647,300.522297918001,43.1513993819812,35.1989665064786,46.7786559249105,25.1841824005679,28.5840157690894,27.5938257771476
FBgn0038412,Zip89B,protein_coding,4.28038480345554,4.14205366916957,1065.54456869902,2.95654677513065e-14,2.88498422995337e-11,1.58372292927138,2.12501345273563,1.79456726828394,18.0054650007302,15.0458591298961,14.3294683920457,34.4772386369398,36.5942153507524,35.5393159402118
FBgn0264485,lncRNA:CR43893,ncRNA,-5.864530760466,2.47789232609375,1058.74536305358,3.08575089773742e-14,2.88498422995337e-11,13.6611214509669,16.6839899181723,15.4231205793082,1.02621821247685,1.09681352333321,0.928224673168955,0.325256968273017,0.214558917365975,0.239321992863379
FBgn0262876,CG43231,protein_coding,-4.33302402783444,3.89433737993593,1018.52704354549,3.99679470206317e-14,3.51694423224488e-11,31.2029685530492,36.6872157253284,36.7209094802628,8.69056122594034,7.44218255709527,7.1937412170594,1.57981956018323,2.00254989541577,1.60345735218464
FBgn0004456,mew,protein_coding,2.88300156304701,6.39044349184504,985.620374182595,4.9767585846378e-14,3.96163968419017e-11,15.4866341404324,13.3120677452364,16.9129500095816,122.83042604723,121.544433570354,127.437512420488,119.810727527425,104.823951073133,112.696726439365
FBgn0034825,Gpdh2,protein_coding,-2.35644230873758,6.16072875935522,964.903894642011,5.73490070082072e-14,3.96163968419017e-11,117.159228302053,115.786890032116,115.427921086414,79.6216158561587,68.3927156512806,78.6477030370446,23.162942669157,21.7181304133781,23.1424367098887
FBgn0053307,CG33307,protein_coding,4.13132643815402,2.74917764835599,962.619785538814,5.82633017261741e-14,3.96163968419017e-11,0.83417467266966,0.860542637884678,1.03272267325774,3.85370056014035,3.37791649517344,3.79025074877323,15.5194039147411,15.6628009677162,16.5850141054322
FBgn0261523,CG42658,protein_coding,-3.67054240390073,3.3485375217103,968.19920833286,5.60588086378821e-14,3.96163968419017e-11,25.6176250925654,22.83072304592,23.5833226860332,4.78662620784658,4.25267574691159,4.29303911340642,1.99800709081996,1.95487013600111,1.69918614932999
FBgn0265713,lncRNA:CR44520,ncRNA,-4.15857497756758,4.27922770012631,968.329435797442,5.60085098396901e-14,3.96163968419017e-11,46.1213967570254,55.5664674748392,48.2332278051032,5.654964695327,5.30238684899736,4.91185556218572,3.36873288568482,2.45550760985505,2.56074532363816
FBgn0020377,Sr-CII,protein_coding,-3.48359513779297,3.84608139614052,948.389452575264,6.4351238460723e-14,4.18534859188676e-11,36.90920689363,37.9692486348301,34.1644976169527,3.30829787378902,3.1693200582205,3.65488465060276,3.53136136982133,2.884625444587,3.32657570080097
FBgn0262891,CG43246,protein_coding,-2.99726813551408,4.6446057035342,940.914690777832,6.7839904677027e-14,4.22840472526519e-11,58.1262583506627,54.5654280797489,61.2523054401064,10.6066469793062,8.82161060791312,9.41761282986003,7.82939987914334,7.27116331073582,6.67708360088827
FBgn0031690,CG7742,protein_coding,-2.69915973234744,8.3079017983215,923.608123824845,7.67837484891483e-14,4.41772343711219e-11,690.708718458488,746.230963803222,678.651165249338,147.875891512574,122.224054219782,140.161925648512,99.94681982218,113.096389331576,112.720658638651
FBgn0260795,NaPi-III,protein_coding,-2.31175896220571,5.72690456699576,927.01863278094,7.4919031229687e-14,4.41772343711219e-11,106.266599605309,103.563672155223,102.696651409532,34.9344773310302,33.9675746367242,31.695004985915,22.8609183414749,20.2400578715237,19.8397932083741
FBgn0040726,dpr1,protein_coding,-3.84433858846234,2.66027550614381,907.75367199567,8.61827727964554e-14,4.60431463665063e-11,13.5885845229087,15.8234472802877,14.5089070652767,3.20782895788219,3.09530196768881,2.99739217377475,1.02223618600091,1.07279458682988,0.957287971453516
FBgn0052086,CG32086,protein_coding,-2.54349196205753,6.57558624843806,909.882605835083,8.4846938877666e-14,4.60431463665063e-11,198.859988271641,206.21411538861,200.856095008685,53.1193511101655,46.5237343578271,48.3450350608831,31.0620404700731,37.643170057875,35.2281973494894
FBgn0003900,twi,protein_coding,-4.70085643024367,5.90984394263485,1200.16621812488,1.00890771919258e-13,5.03075019046727e-11,151.928595817965,179.080679153267,141.144408638521,20.0004906165943,15.3015579880964,14.8515947707033,6.08695183482361,6.29372824273527,5.76766002800743
FBgn0039235,CAH4,protein_coding,-3.11513768331887,5.74476329300129,890.215118320326,9.81556438718385e-14,5.03075019046727e-11,130.215875352535,131.891330826815,124.993303223965,19.2541500984294,14.2383890513685,16.804734187163,14.0789801981035,16.0680789227408,14.5268449668071
FBgn0034636,twz,protein_coding,-3.52197456671963,3.34735616521106,868.547225732305,1.15676890662243e-13,5.58196970134352e-11,26.4397102772253,23.3575858854413,22.821478091007,4.4708667578537,3.84221179032676,3.71289869267582,2.11417029377461,2.12174929395242,2.0821013379114
FBgn0263988,Dic61B,protein_coding,-2.67671461668784,6.20065724356845,861.856631072874,1.21794314867709e-13,5.69350361283142e-11,147.22578498219,139.443031526619,147.916360594309,51.1171491431652,50.7293076834912,56.8730992456229,20.0265361893815,22.4810065640127,25.4638600406635
FBgn0283728,CG31600,protein_coding,-5.23655470895263,3.54797046093257,848.512068714693,1.35139177156631e-13,6.12589985177591e-11,28.4344757988267,27.1158741406927,30.1351862032586,5.83437347373204,4.87173614044935,5.87875626340338,1.02223618600091,0.619836872390595,0.622237181444785
FBgn0033609,Fbl6,protein_coding,2.26806412960396,5.31374768035371,836.245255366821,1.48905344326082e-13,6.55139719345253e-11,12.2950093058702,14.0847999098676,13.8147819898084,40.5750893240848,40.6763052058236,43.2978134005269,61.4735670036002,64.2484758112559,67.7759883789089
FBgn0264470,lncRNA:CR43878,ncRNA,-3.71535114857034,2.95834993213423,823.037065440292,1.65561179211231e-13,7.07608479948803e-11,19.8267603359166,18.5982582350995,18.8598861968708,2.55478100448783,2.30801864112448,2.88136408962863,1.324260513683,1.45423266214716,1.5795251528983
