"","logFC","logCPM","LR","PValue","FDR"
"ENSG00000268903.1",3.95350118954128,3.57297290760665,17.7029350479653,2.58227856196652e-05,0.000195261297449674
"ENSG00000269981.1",3.74391699413917,2.78856050261031,15.0827377946998,0.000102899975597855,0.000621294109119552
"ENSG00000237094.12",3.56769979398184,2.69043763901402,14.8871231281151,0.000114139458097585,0.000678284483462465
"ENSG00000230021.9",2.7732096404913,4.03615653181984,13.2290282422181,0.00027564668229473,0.00141324939833604
"ENSG00000225630.1",0.0486165715607118,8.27014509934511,0.00733517610941092,0.931748114123627,0.955283778641657
"ENSG00000237973.1",-0.718864912073314,3.50721122922473,0.978666928223923,0.32252814184829,0.450304142036926
"ENSG00000229344.1",-0.015897615647526,1.74576073472576,0.000364299512570554,0.984771995785857,0.990762893007791
"ENSG00000248527.1",0.20993751552658,8.23980719150523,0.127490218049555,0.721048592726389,0.804123352464026
"ENSG00000198744.5",-0.217643128143182,6.40056309814337,0.042895620898598,0.835921937487622,0.889930710807792
"ENSG00000228327.3",2.01906653048025,5.37663696054889,10.4691840617851,0.00121382317873129,0.00486138692462346
"ENSG00000237491.8",-0.452619336235813,3.93211315891144,0.193287074481567,0.66019477992371,0.756303078363482
"ENSG00000228794.8",1.27850041223484,4.04239760809336,2.08004526258061,0.149235751000075,0.24972680396249
"ENSG00000188976.10",-2.4047049610683,2.968835529787,4.76397150114088,0.0290614177550425,0.0677034678192975
"ENSG00000187961.13",-0.891689097066397,3.03787535446224,0.491157817624686,0.483411282662592,0.605089570259129
"ENSG00000131591.17",-2.51628676858658,5.38395919241975,5.9110326236563,0.0150463494534417,0.0396278005317777
"ENSG00000162571.13",5.92716585871932,6.92199158099368,16.5818539237362,4.65947170217371e-05,0.000319563215755972
"ENSG00000078808.16",-1.87000334277108,4.93407015732402,3.44545220479084,0.0634260630346204,0.126749313411802
"ENSG00000160087.20",0.677618507186478,7.1479914672678,1.22725021930967,0.267942472182175,0.390370419559785
"ENSG00000162572.20",-0.44551582545125,3.6861482700019,0.188273295890554,0.664357640575627,0.759513906916715
"ENSG00000169972.11",0.211493730444902,2.14346252955341,0.0319060447805768,0.858234022259564,0.905932246895147
"ENSG00000127054.20",0.245842436487205,6.09061513345168,0.117695865681053,0.731547070537133,0.812157988010975
"ENSG00000224051.6",1.83934239696409,5.51716437556561,6.72845350309025,0.00948868323783852,0.0269478603954614
"ENSG00000107404.19",-1.47700367786776,4.85301092112393,1.41395162086471,0.234401507802418,0.352564788336426
"ENSG00000175756.13",1.11547372070839,7.84783965055169,5.32728166904902,0.0209941045108211,0.052028700890213
"ENSG00000221978.11",-2.65594514267583,5.0781060266116,6.67283263927488,0.00978934798156687,0.0276742438978587
"ENSG00000242485.5",-0.0851742176593169,5.0073887736287,0.00684503397330616,0.934062476549225,0.956853092950902
"ENSG00000160072.19",-0.950552351511424,2.0780483082915,1.03221903283787,0.309638049958573,0.436305236438924
"ENSG00000160075.11",1.46889650010957,5.66485260535504,4.65805748100028,0.0309081402992923,0.071053617663791
"ENSG00000197530.12",-2.56689879412046,2.37091916656489,5.37634019943307,0.0204116535884944,0.0509015142172807
"ENSG00000248333.8",-2.7302093542422,3.97974009214756,6.3542117293528,0.0117102961767239,0.0321361582629675
"ENSG00000189339.11",-7.27354532429766,2.62188442753351,15.9115829889074,6.63712853213561e-05,0.000429828557900148
"ENSG00000008130.15",0.31039585921652,4.62769542252295,0.0914951759268128,0.762284885441318,0.836016605860875
"ENSG00000078369.17",1.80539885546515,8.04674409886042,6.29575892126172,0.0121027188350363,0.0330098491797923
"ENSG00000231050.1",-3.49786422890869,2.85154123173688,6.6503413321077,0.00991368309845372,0.0279499909559524
"ENSG00000178821.12",-4.19565236390009,2.71615441305088,7.3427002572975,0.00673356177057442,0.0202874541592446
"ENSG00000142609.18",0.250049563372593,5.84336618768244,0.109661493005786,0.740529850725968,0.819179811215829
"ENSG00000067606.16",1.63393076157523,4.35858045516619,2.97849915856724,0.0843774812041366,0.159187955287882
"ENSG00000162585.16",-0.228407643602306,3.80672983202896,0.0504663535512684,0.822253761841664,0.880564105214783
"ENSG00000157933.9",-1.36259971277712,4.08309953542755,1.55588960507448,0.212268077448008,0.326368185745175
"ENSG00000116151.13",-2.65024688437624,4.2925523532492,3.87565266546924,0.0489912582971742,0.103019143086987
"ENSG00000269896.2",-7.45193411844274,3.31577388917011,29.0050604578334,7.2189472350762e-08,1.95792286909737e-06
"ENSG00000157916.19",0.717707692738951,6.7909541280245,1.60575420437009,0.205089658563254,0.318102138955353
"ENSG00000157911.9",0.988528534781127,3.29187204558756,0.761756038822085,0.382779532918388,0.51202142887219
"ENSG00000169717.6",4.5987451460122,7.67172871887041,9.01876188109355,0.00267222339721766,0.0094198132284036
"ENSG00000177133.10",-0.47740828840577,4.76883276287159,0.284034946939997,0.594068683007405,0.701940002636876
"ENSG00000158109.14",1.54225846513408,4.36429913351489,2.28726495778556,0.130439599217389,0.225133269419367
"ENSG00000116213.15",-1.40659923964363,3.49028754201385,1.79162669572749,0.180728091840795,0.289288674864616
"ENSG00000162592.9",3.91685595885219,5.40528987406712,8.23087102400065,0.00411837595185224,0.0135064803586622
"ENSG00000130764.9",-2.1126479888953,4.55397840187133,3.54390693343468,0.0597645325138608,0.120973381403791
"ENSG00000116198.12",-1.28677733699605,5.83353395375933,3.1345740965307,0.076648404071395,0.147277416576271
"ENSG00000198912.10",3.85515635240425,4.78197311185622,10.8567533459866,0.000984361185899357,0.00407849741582071
"ENSG00000236423.5",-1.30920451644616,3.46760973694506,1.85742599970802,0.17292217096495,0.279565755896004
"ENSG00000284668.1",1.91332617087078,2.39547247639245,2.11276931390328,0.146074761777482,0.245820260279266
"ENSG00000235054.3",-11.431173173498,3.60092062283424,22.7032259972215,1.89050216363694e-06,2.44628815277486e-05
"ENSG00000232596.2",6.76084971816314,5.06348730302108,24.928070029042,5.95096124080785e-07,9.95079967775527e-06
"ENSG00000131697.17",-6.54834105144783,5.39675610770631,25.6495855097938,4.09383411072024e-07,7.49210315458531e-06
"ENSG00000069424.14",-5.2790728052907,2.67545233074659,13.3756640040583,0.000254910365137008,0.00132496721411382
"ENSG00000116254.17",4.62017111840675,7.42123323270485,20.5612277904695,5.77540526309345e-06,5.87108476557798e-05
"ENSG00000116251.9",1.87165382860597,5.25367541719369,8.92976105198455,0.00280561048675938,0.00981601749508359
"ENSG00000116237.15",-11.3277175077973,3.50032174582682,33.2316593641357,8.18077093204797e-09,3.66136747886147e-07
"ENSG00000097021.19",-0.163550292080852,5.59655470059785,0.0412442648639271,0.83906715701401,0.892065420741141
"ENSG00000069812.11",1.43269872485313,2.74311968726593,1.2996663143895,0.25427418410919,0.374850462362275
"ENSG00000187017.16",2.56851829000322,4.86236233275337,7.94420514231689,0.00482416024114444,0.0154031456539162
"ENSG00000171680.21",2.8800488758075,3.78567705350961,6.27985314178447,0.0122118219923738,0.0332873403092626
"ENSG00000162408.10",-3.4695806403896,2.74355280895918,9.48398418535876,0.00207273346587368,0.00761124790975169
"ENSG00000173662.20",-4.06471203205445,1.62252359302782,7.38402330500153,0.00658057957251126,0.019933316419616
"ENSG00000204859.12",-0.512862174212822,5.21319701564934,0.304651370485651,0.580981016504606,0.690930769518457
"ENSG00000162413.16",-0.606976752638773,4.21574238195474,0.315871368161456,0.574099430028148,0.685679560335395
"ENSG00000116273.5",-6.2409231768429,4.62200164983955,27.493021228092,1.57662388918443e-07,3.53398290268265e-06
"ENSG00000041988.15",-9.95440576010066,2.15733421226596,24.3372193293653,8.08614617924192e-07,1.25035608137628e-05
"ENSG00000007923.15",-2.26080159359732,2.93105696339758,3.172451107678,0.0748899764955875,0.144587552855447
"ENSG00000171735.18",2.1688408361394,6.17474156339428,10.5948100361804,0.00113405550528983,0.00460033703476978
"ENSG00000049245.12",0.241176894493214,6.54262134609151,0.0752717854218403,0.783810253826291,0.853648942773301
"ENSG00000049246.14",1.4354368307745,5.74805977790387,2.31138774700468,0.12842934342517,0.222464052318385
"ENSG00000116288.12",-1.7104559297011,6.03123156230788,4.25695787106514,0.0390898643142148,0.0859687016565806
"ENSG00000116285.12",1.82855095719752,5.57407792868814,3.66117662333652,0.0556942884148804,0.11413669757933
"ENSG00000238290.1",-10.1481070864905,2.34553094256488,23.7622752722926,1.08997987795286e-06,1.58596750267369e-05
"ENSG00000142599.17",-0.546421413572035,7.25617636175034,0.836563256825627,0.36038153453254,0.489545626544704
